Rank,Name,website,Country,Sector,Absolute growth rate (%),Compound annual growth rate (%),Revenue 2024 (€),Revenue 2021 (€),Employees 2024,Employees 2021,Founding year,linkedin_company_profile
190,ESL Fuels,eslfuels.com,UK,Manufacturing,490.8,80.8,286036914,47772275,25,14,2000,https://uk.linkedin.com/company/esl-fuels
136,Floky,floky.com,Italy,Manufacturing,708.4,100.7,3758340,464889,11,3,2018,
776,Groupe Grand Large Yachting,grandlargeyachting.com,France,Manufacturing,96.9,25.3,"131,515,017","66,800,507",844,450,2003,
467,Grupo Eurocontainer,eurocontainer.es,Spain,Manufacturing,195.8,43.6,"48,287,927","16,324,923",146,90,2002,https://www.linkedin.com/company/eurocontainer
929,Guzzini & Fontana Projects,guzziniefontana.it,Italy,Manufacturing,70.9,19.6,"8,898,555","5,205,829",45,21,2015,https://www.linkedin.com/company/guzziniefontana
530,Häner Baumaschinen,haener-baumaschinen.de,Germany,Manufacturing,166.6,38.7,"12,441,553","4,667,235",12,10,2013,
928,Hansen Marine,hansen-marine.com,France,Manufacturing,71,19.6,"6,315,374","3,693,131",27,18,2001,
254,ITM Power,itm-power.com,UK,Manufacturing,362.8,66.6,"31,404,520","6,696,577",305,338,2000,https://uk.linkedin.com/company/itm-power
737,Laser Wire Solutions,laserwiresolutions.com,UK,Manufacturing,104,26.8,"12,010,467","5,808,450",52,34,2011,https://uk.linkedin.com/company/laser-wire-solutions
559,Luminous Show Technology,luminous-showtech.com,UK,Manufacturing,157.7,37.1,"3,157,980","1,209,398",18,7,2017,https://uk.linkedin.com/company/luminousshowtech
256,Moffett Automation,moffettautomation.com,Ireland,Manufacturing,361.1,66.4,"25,338,000","5,495,000",93,30,2017,https://ie.linkedin.com/company/moffett-automation
919,Novapor,novapor.com,Germany,Manufacturing,72.1,19.8,"12,942,462","7,521,740",80,40,1958,https://jm.linkedin.com/company/novapor-verpackung-schaumstoff-hartschaum
437,NutraDirect,nutradirect.co.uk,UK,Manufacturing,211.8,46.1,"42,075,945","13,315,996",180,48,2008,https://www.linkedin.com/company/nutradirect-uk
367,Ozturk,ozturk.es,Spain,Manufacturing,253.9,52.4,"63,831,012","18,035,078",213,80,2015,https://www.linkedin.com/company/ozturk-quebap-produccion-s-l
458,P.B.L.,pbl.it,Italy,Manufacturing,201.1,44.4,"26,967,148","8,955,312",107,16,2018,https://it.linkedin.com/company/pbl-srl
810,Palamatic Process,palamaticprocess.fr,France,Manufacturing,91,24.1,"22,065,951","11,551,714",100,70,1992,https://fr.linkedin.com/company/palamatic-process-inc
982,Revesperfil,revesperfil.pt,Portugal,Manufacturing,62.1,17.5,"10,949,804","6,755,712",39,20,2006,
435,Stufe A Pellet Italia,stufeapelletitalia.com,Italy,Manufacturing,213.7,46.4,"18,069,953","5,760,863",72,23,2013,
746,Task Consumer Products,taskcp.co.uk,UK,Manufacturing,103.2,26.7,"183,335,516","89,027,349",135,104,2008,https://uk.linkedin.com/company/task-consumer-products-limited
912,Tosla Nutricosmetics,toslanutricosmetics.com,Slovenia,Manufacturing,73.4,20.1,"19,074,540","11,001,443",37,9,2014,https://si.linkedin.com/company/tosla-nutricosmetics
744,TrafficSupply,trafficsupply.nl,Netherlands,Manufacturing,103.5,26.7,"8,925,695","4,386,718",23,14,2017,
412,Vuba,vubasurfaces.co.uk,UK,Manufacturing,226.9,48.4,"37,795,836","11,410,120",148,35,2010,https://uk.linkedin.com/company/vuba-group
980,Waldkraft,wald-kraft.com,Germany,Manufacturing,62.3,17.5,"4,773,297","2,941,821",50,42,2017,
932,ZMT Hungary,zmthungary.hu,Hungary,Manufacturing,69.6,19.2,"5,968,465","3,922,140",104,99,2011,
388,Acri Ingenierie,acri-ingenierie.fr,France,Mechanical & Plant Engineering,240.1,50.4,"4,475,105","1,315,953",16,6,2012,
804,Agap2,agap2.fr,France,Mechanical & Plant Engineering,91.8,24.2,"263,475,437","137,387,432","2,900","1,600",2005,
768,Akajoule,akajoule.com,France,Mechanical & Plant Engineering,98.9,25.8,"3,055,986","1,536,102",53,28,2010,https://www.linkedin.com/company/akajoule/
569,Altyn,altyn-groupe.com,France,Mechanical & Plant Engineering,155.5,36.7,"123,471,000","48,331,877",771,412,2004,
895,Bellmer,bellmer.com,Germany,Mechanical & Plant Engineering,75.9,20.7,"239,740,000","136,330,000",862,745,1842,https://www.linkedin.com/company/bellmer
432,Coris Innovation,corisinnovation.com,France,Mechanical & Plant Engineering,215.2,46.6,"7,116,952","2,258,049",86,29,2015,https://www.linkedin.com/company/corys
404,Domin,domin.com,UK,Mechanical & Plant Engineering,230.9,49,"5,239,162","1,562,605",82,15,2012,https://uk.linkedin.com/company/domin-fluid-power
310,Elaphi,elaphi.com,France,Mechanical & Plant Engineering,302.5,59.1,"3,095,566","769,027",6,4,2017,https://si.linkedin.com/company/elaphe
692,EPS Entwicklung Produktion Service digitaler Systeme,epsdigitalesysteme.de,Germany,Mechanical & Plant Engineering,112.9,28.6,"2,911,646","1,367,857",11,6,1997,
457,Fokus,fokus-it.fr,France,Mechanical & Plant Engineering,201.2,44.4,"8,862,366","2,942,741",100,20,2018,https://ca.linkedin.com/company/focus-focus-international
666,G-On,g-on.fr,France,Mechanical & Plant Engineering,119.7,30,"5,757,966","2,620,504",45,40,2016,https://fr.linkedin.com/company/g--on
851,Govi,govi-gmbh.de,Germany,Mechanical & Plant Engineering,83,22.3,"8,188,000","4,475,000",31,23,2002,https://www.linkedin.com/company/govi-gmbh
445,Italiana Energia,italianaenergia.it,Italy,Mechanical & Plant Engineering,206.7,45.3,"6,843,541","2,231,700",26,19,2016,https://www.linkedin.com/company/italiana-energia/
440,Joytek,joytek.it,Italy,Mechanical & Plant Engineering,209.1,45.7,"5,660,093","1,830,890",37,20,2016,https://it.linkedin.com/company/joytek-srl
358,Lab.Productions,lab.productions,France,Mechanical & Plant Engineering,264.1,53.8,"6,191,842","1,700,482",12,3,2018,https://www.linkedin.com/company/labproductions/
546,Lemon Sistemi,lemonsistemi.it,Italy,Mechanical & Plant Engineering,160,37.5,"8,562,575","3,293,090",76,9,2009,
962,Lillybelle,lillybelle.eu,France,Mechanical & Plant Engineering,65.3,18.2,"8,471,473","5,124,312",20,12,2009,https://fr.linkedin.com/company/lillybelle
809,Office In,office-in.fr,France,Mechanical & Plant Engineering,91,24.1,"7,872,743","4,120,998",9,3,2013,
589,Petec,petec-gmbh.de,Germany,Mechanical & Plant Engineering,147.2,35.2,"4,510,268","1,824,320",15,6,2019,https://www.linkedin.com/company/petec-engineering
765,Solutel,solutel.fr,France,Mechanical & Plant Engineering,99.7,25.9,"6,516,628","3,262,807",50,27,2004,
779,Soluxan,soluxan.com,France,Mechanical & Plant Engineering,96.4,25.2,"20,449,235","10,410,503",169,110,2017,https://www.linkedin.com/company/soluxan/
451,Strobl Pumpen,strobl-pumpen.de,Germany,Mechanical & Plant Engineering,204.5,44.9,"7,548,000","2,479,000",15,10,2006,
934,SUSS,suss.com,Germany,Mechanical & Plant Engineering,69.4,19.2,"446,147,000","263,438,000","1,498","1,178",1949,https://www.linkedin.com/company/suss-microtec
647,TLM,tlm-gasversorgung.de,Germany,Mechanical & Plant Engineering,127.3,31.5,"4,212,007","1,852,916",25,10,1988,
685,Bredbandsval.se,bredbandsval.se,Sweden,Media & Telecommunications,115.1,29.1,"2,831,835","1,472,054",5,4,2016,
217,BubblyDoo,bubblydoo.uk,Belgium,Media & Telecommunications,424.1,73.7,2850000,543840,12,4,2019,https://be.linkedin.com/company/bubblydoo
92,Clarus Networks,clarus-networks.com,UK,Media & Telecommunications,941.3,118.4,22079444,2092349,47,8,2014,https://uk.linkedin.com/company/clarus-networks-ltd
686,Conexio Telecom,conexiotelecom.fr,France,Media & Telecommunications,115,29.1,"6,327,281","2,943,500",30,14,2017,https://www.linkedin.com/company/conexio-telecom/
260,Digitalisim,digitalisim.fr,France,Media & Telecommunications,358.6,66.1,"2,259,474","492,744",23,8,2020,
438,Interfone,interfone.be,Belgium,Media & Telecommunications,211.5,46,"1,863,275","598,195",8,3,2012,https://be.linkedin.com/company/interfone-belgium
152,Intergo Telecom,intergotelecom.com,Cyprus,Media & Telecommunications,619.3,93,11278708,1567951,27,6,2016,https://cy.linkedin.com/company/intergo-telecom
307,Kid-A,kid-a.co.uk,UK,Media & Telecommunications,304.3,59.3,"11,009,672","2,687,200",20,9,2019,https://uk.linkedin.com/company/k1d-a
138,Mediatech,mediatech.one,Lithuania,Media & Telecommunications,700.7,100.1,26907739,3360496,285,89,2019,https://lt.linkedin.com/company/mediatech-1
909,MOBEX,mobex.de,Germany,Media & Telecommunications,73.5,20.2,"29,865,211","17,213,867",98,65,2000,https://www.linkedin.com/company/mobex-business-telecommunications
385,Obiz,obiz-concept.fr,France,Media & Telecommunications,240.8,50.5,"125,878,729","36,935,000",130,40,2011,
343,Requtech,requtech.com,Sweden,Media & Telecommunications,277.7,55.7,"3,494,546","1,034,311",13,6,2009,https://se.linkedin.com/company/requtech-ab
124,Simbase,simbase.com,Netherlands,Media & Telecommunications,753.9,104.4,2558632,299646,10,2,2019,
867,Values.Media,values.media,France,Media & Telecommunications,80,21.6,"17,884,868","9,937,980",61,43,1990,https://www.linkedin.com/company/valuesmedia
782,Urbencea,urbencea.com,France,Metals & Mining,95.8,25.1,"6,604,775","3,372,511",20,13,2004,https://fr.linkedin.com/company/urbencea
561,AP Italian Luxury,apitalianluxury.com,Italy,Pharmaceuticals & Cosmetics,157.4,37,"17,284,880","6,715,618",19,11,2016,
722,Atida eFarma,efarma.com,Italy,Pharmaceuticals & Cosmetics,106.8,27.4,"59,378,534","28,713,439",96,49,2017,
879,Exystat,exystat.com,France,Pharmaceuticals & Cosmetics,77.7,21.1,"3,039,268","1,710,177",20,13,2013,https://www.linkedin.com/company/horiana
521,Farmed,farmedinternational.com,Italy,Pharmaceuticals & Cosmetics,170.7,39.4,"24,791,741","9,159,407",13,6,2006,https://be.linkedin.com/company/farmedsrl
233,Grow Group,growgroup.org,UK,Pharmaceuticals & Cosmetics,391.8,70.1,30494414,6118330,61,34,2017,https://uk.linkedin.com/company/grow-group-ltd
40,Itaste,itastemedical.com,Italy,Pharmaceuticals & Cosmetics,2035.6,177.4,18445272,863718,9,2,2019,https://www.linkedin.com/company/faimed/
778,Laboratoires Dermosun,solaires-parasol.fr,France,Pharmaceuticals & Cosmetics,96.5,25.2,"11,039,459","5,619,495",28,14,2011,
355,Labtoo,labtoo.com,France,Pharmaceuticals & Cosmetics,269.6,54.6,"1,961,748","530,773",7,4,2017,https://www.linkedin.com/company/labtoo/
305,Lifeaz,lifeaz.co,France,Pharmaceuticals & Cosmetics,305.9,59.5,"5,431,513","1,338,206",38,38,2015,
452,Neofollics Hair Technology,neofollics.com,Netherlands,Pharmaceuticals & Cosmetics,204.4,44.9,"3,638,000","1,195,000",15,3,2015,https://www.linkedin.com/company/neofollics
580,TheOTCLab,theotclab.com,Netherlands,Pharmaceuticals & Cosmetics,151.9,36.1,"8,031,607","3,188,829",11,3,2016,https://nl.linkedin.com/company/theotclab
195,Flease,flease.fr,France,Professional Scientific & Technical Services,487.3,80.4,11102356,1890495,25,9,2018,https://www.linkedin.com/company/flease
73,Golden Voice Academy,goldenvoiceacademy.de,Germany,Professional Scientific & Technical Services,1133.4,131,3920693,317891,15,3,2021,
130,Groupe Work4You,work4you.fr,France,Professional Scientific & Technical Services,730.4,102.5,30882184,3719082,65,10,2018,
116,Inpulse,inpulse.ai,France,Professional Scientific & Technical Services,781.1,106.5,3338792,378940,33,16,2018,https://www.linkedin.com/company/inpulseemployeeengagement
165,Konversational,konversational.com,Ireland,Professional Scientific & Technical Services,557.8,87.4,8326240,1265774,44,10,2020,https://ie.linkedin.com/company/konversational
78,Linnk Group,linnk.com,UK,Professional Scientific & Technical Services,1055.6,126.1,44126175,3768187,472,219,2019,https://uk.linkedin.com/company/linnkgroup
168,Lüddemann Investments,mariolueddemann.com,Germany,Professional Scientific & Technical Services,547.8,86.4,13652912,2107725,28,4,2021,
83,Seals Group,seals-group.de,Germany,Professional Scientific & Technical Services,980.6,121.1,7556715,699282,41,8,2020,https://www.linkedin.com/company/seal-analytical-ltd-
55,Spotlag,spotlag.com,France,Professional Scientific & Technical Services,1529.2,153.5,6956149,426972,27,6,2019,https://www.linkedin.com/company/spotlag
158,Veremark,veremark.com,UK,Professional Scientific & Technical Services,588.8,90.3,5710502,760518,120,50,2020,https://uk.linkedin.com/company/veremark
193,Walr,walr.com,UK,Professional Scientific & Technical Services,489,80.6,19511949,3268914,70,23,2020,https://www.linkedin.com/company/walr
683,5 Sterne Redner,5-sterne-redner.de,Germany,"Professional, Scientific & Technical Services",115.8,29.2,"2,650,000","1,228,009",8,6,2021,
410,Arbolus,arbolus.com,UK,"Professional, Scientific & Technical Services",227.5,48.5,"16,071,472","4,841,874",172,77,2017,https://www.linkedin.com/company/arbolus
656,Arrive (former EasyPark Group),arrive.com,Sweden,"Professional, Scientific & Technical Services",123.8,30.8,"361,755,000","161,649,000","1,024",389,2001,https://se.linkedin.com/company/arrive
764,Ayes,ayesconsulting.com,Italy,"Professional, Scientific & Technical Services",99.8,26,"23,429,853","11,725,022",359,189,2015,https://www.linkedin.com/company/ayes---management-&-technology-consulting?trk=ppro_cprof
331,BFY Group,bfygroup.co.uk,UK,"Professional, Scientific & Technical Services",288,57.1,"14,795,340","3,763,031",44,12,2004,https://uk.linkedin.com/company/bfygroup
996,Cabinet TLC,tlcconseil.fr,France,"Professional, Scientific & Technical Services",60.5,17.1,"3,058,295","1,905,181",11,6,2007,
547,Chaudieres Location,chaudieres-location.com,France,"Professional, Scientific & Technical Services",160,37.5,"5,000,096","1,923,308",14,7,2013,https://www.linkedin.com/company/chaudi%C3%A8reslocation/
379,CloudRock Partners,wearecloudrock.com,UK,"Professional, Scientific & Technical Services",242.4,50.7,"30,052,213","8,661,475",209,61,2017,https://www.linkedin.com/company/cloudrock-partners
958,Delville Management,delville-management.com,France,"Professional, Scientific & Technical Services",66,18.4,"38,052,900","22,929,312",63,32,2010,https://www.linkedin.com/company/delville-management
843,Des Composites,descomposites.com,Italy,"Professional, Scientific & Technical Services",84.5,22.6,"2,157,055","1,169,274",23,14,2014,https://www.linkedin.com/company/des-composites-s-r-l
574,Dialectica,dialectica.io,UK,"Professional, Scientific & Technical Services",154.3,36.5,"116,785,528","42,130,615",133,388,2015,https://uk.linkedin.com/company/dialectica-research
813,Dimac,dimac.pro,France,"Professional, Scientific & Technical Services",90.6,24,"5,680,000","2,980,000",26,16,1995,https://www.linkedin.com/company/dimac-100-inspection
550,Eichinger Gruppe,sicherheit-eichinger.de,Germany,"Professional, Scientific & Technical Services",159.7,37.5,"26,149,817","10,069,636",380,180,2013,
977,Fatec Group,fatec-group.com,France,"Professional, Scientific & Technical Services",62.4,17.6,"20,575,523","12,666,682",280,150,2013,
220,Gritera,gritera.com,Norway,"Professional, Scientific & Technical Services",416.1,72.8,12219216,2795506,59,20,2020,
378,Horizon Group,horizon-group.ch,Switzerland,"Professional, Scientific & Technical Services",243.5,50.9,"2,442,833","647,972",10,3,2018,https://ch.linkedin.com/company/horizon-group-ch
780,Hundrup,hundrup.de,Germany,"Professional, Scientific & Technical Services",96.3,25.2,"5,838,057","2,974,317",20,8,1994,
348,Hyphen,hyphenteam.com,Portugal,"Professional, Scientific & Technical Services",275.4,55.4,"4,621,723","1,231,162",94,40,2015,https://www.linkedin.com/company/hyphen-team
447,Indigo Independent Governance,indigogovernance.com,UK,"Professional, Scientific & Technical Services",205.5,45.1,"1,675,766","541,234",12,5,2005,https://uk.linkedin.com/company/indigogov
859,Ingenieur- und Sachverständigenbüro Rachfahl,sachverstaendigenbuero-rachfahl.de,Germany,"Professional, Scientific & Technical Services",81.3,21.9,"3,403,592","1,877,007",26,12,2020,
503,Insuvia,insuvia.com,Lithuania,"Professional, Scientific & Technical Services",176.1,40.3,"4,303,131","1,558,351",45,35,2014,https://lt.linkedin.com/company/insuvia
905,Integrata,integrata.fi,Finland,"Professional, Scientific & Technical Services",73.8,20.2,"21,128,340","12,156,557",209,151,2008,https://www.linkedin.com/company/good-news-from-finland
920,Interim Search,interimsearch.com,Sweden,"Professional, Scientific & Technical Services",72,19.8,"37,622,404","24,448,915",37,36,2012,
785,Kunze Bühnen,kunze-buehnen.com,Germany,"Professional, Scientific & Technical Services",95.4,25,"4,320,905","2,211,174",23,15,1996,
627,La Mercurio,lamercurio.com,Italy,"Professional, Scientific & Technical Services",132.3,32.4,"4,506,339","1,940,233",20,15,2016,
634,La Regie De Portage Salarial,regie-portage.fr,France,"Professional, Scientific & Technical Services",128.9,31.8,"32,500,000","14,200,000",274,154,2016,
946,Leapforce,leapforce.nl,Netherlands,"Professional, Scientific & Technical Services",68.4,19,"2,580,036","1,532,458",26,26,2018,https://www.linkedin.com/company/leapforce-inc
516,LGG Advisors,lggadvisors.com,Portugal,"Professional, Scientific & Technical Services",171.5,39.5,"2,389,036","879,975",54,15,2008,https://uk.linkedin.com/company/lggadvisors
608,Locacuisines,locacuisines.fr,France,"Professional, Scientific & Technical Services",136.9,33.3,"19,084,383","8,055,532",46,45,2001,
762,Meivcore,meivcore.com,Portugal,"Professional, Scientific & Technical Services",100.5,26.1,"75,531,850","37,680,280",425,296,2013,https://www.linkedin.com/company/meivcore-group
827,One Lease,onelease.fr,France,"Professional, Scientific & Technical Services",88.3,23.5,"26,764,576","14,216,724",23,18,2016,
465,P3 Security,p-3-security.com,Germany,"Professional, Scientific & Technical Services",196.2,43.6,"13,798,770","4,658,464",194,47,2014,https://www.linkedin.com/company/p3/
247,Penta Consulting,pentaconsulting.com,UK,"Professional, Scientific & Technical Services",367.1,67.2,184789792,39037848,55,40,1998,https://uk.linkedin.com/company/penta-consulting
922,Poly Event,jeux-gonflables.net,France,"Professional, Scientific & Technical Services",71.7,19.7,"3,325,000","1,936,949",13,12,2011,
664,Pro Tempore,protempore.com,Sweden,"Professional, Scientific & Technical Services",120.2,30.1,"27,690,485","14,061,046",56,40,2018,https://se.linkedin.com/company/protempore
959,Prosapient,prosapient.com,UK,"Professional, Scientific & Technical Services",65.7,18.3,"39,861,054","23,739,573",248,216,2017,https://www.linkedin.com/company/prosapient
671,Spot Buy Center,spotbuycenter.com,Belgium,"Professional, Scientific & Technical Services",118.9,29.8,"45,418,754","20,750,501",13,7,2012,https://be.linkedin.com/company/spotbuycenter
815,Tarlogic Security,tarlogic.com,Spain,"Professional, Scientific & Technical Services",90.2,23.9,"11,532,254","6,063,482",124,95,2011,https://www.linkedin.com/company/tarlogic/
612,Techspert,techspert.com,UK,"Professional, Scientific & Technical Services",136.2,33.2,"6,607,733","2,760,837",58,56,2015,https://uk.linkedin.com/company/techspert-com
441,The SaaSy People,thesaasypeople.com,UK,"Professional, Scientific & Technical Services",208.2,45.5,"3,986,955","1,276,632",132,29,2019,https://uk.linkedin.com/company/the-saasy-people
352,The Wastepack Group,wastepackgroup.co.uk,UK,"Professional, Scientific & Technical Services",272.6,55,"14,815,842","3,923,692",38,24,1997,https://uk.linkedin.com/company/wastepack-group
795,Themenos Progetti,themenosprogetti.com,Italy,"Professional, Scientific & Technical Services",93.1,24.5,"3,323,024","1,720,840",14,13,2002,
960,Tsunami Axis,tsunami-axis.com,UK,"Professional, Scientific & Technical Services",65.7,18.3,"65,084,606","38,772,143",102,86,1999,https://uk.linkedin.com/company/tsunami-axis
701,Vismederi,vismederi.com,Italy,"Professional, Scientific & Technical Services",111.5,28.4,"30,532,980","14,439,095",139,79,2009,https://www.linkedin.com/company/vismederi-srl
527,Wenes Group,wenes-stand.com,France,"Professional, Scientific & Technical Services",168.5,39,"8,777,451","3,269,021",22,13,2007,https://fr.linkedin.com/company/wenes-stand
178,Castell Construction,castellgroup.co.uk,UK,Public Sector & Infrastructure,520.3,83.7,21554491,3428702,51,17,2019,https://uk.linkedin.com/company/castellgroup
749,Metaminds,metaminds.com,Romania,Public Sector & Infrastructure,103,26.6,"39,854,216","19,730,903",62,41,2015,
200,The Housing Network,thehousingnetwork.co.uk,UK,Public Sector & Infrastructure,472.1,78.9,62565426,10791641,249,101,2014,https://uk.linkedin.com/company/the-housing-network-ltd
285,aedifion,aedifion.com,Germany,Real Estate,327.4,62.3,"2,608,932","610,400",91,30,2017,https://de.linkedin.com/company/aedifion
261,Axtom,axtom.eu,France,Real Estate,357.4,66,"251,719,000","55,030,237",239,65,2017,
916,Bsk Immobilier,bskimmobilier.com,France,Real Estate,72.3,19.9,"58,132,000","33,736,000",36,7,2010,
426,BuyAssociation,buyassociationgroup.com,UK,Real Estate,221.5,47.6,"6,639,699","2,037,868",18,8,2005,https://uk.linkedin.com/company/buyassociation
597,Entweder,entweder.vc,Netherlands,Real Estate,144.1,34.7,"21,277,756","8,716,436",53,34,2019,https://nl.linkedin.com/company/entweder-vc
790,Furlan Retail,furlanretail.it,Italy,Real Estate,94.3,24.8,"5,299,261","2,727,147",1,1,2013,https://www.linkedin.com/company/blinktees
13,Gartenbau nach Maß,gartenbaunachmass.de,Germany,Real Estate,5046.3,272,5690786,110580,18,4,2020,
695,Hemisphere,hemisphere-cap.com,France,Real Estate,112.2,28.5,"9,167,604","4,319,554",15,5,2017,https://www.linkedin.com/company/hemisphere-cap
476,Les Constructeurs Du Bois,lesconstructeursdubois.fr,France,Real Estate,192.5,43,"23,556,998","8,053,364",16,10,2011,
276,Matera,matera.eu,France,Real Estate,339.9,63.9,"17,241,016","3,919,393",215,157,2017,
743,Officine Mak,officinemak.it,Italy,Real Estate,103.6,26.7,"72,178,973","35,460,573",1,0,1956,
830,Oiko Gestion,oikogestion.fr,France,Real Estate,87.3,23.3,"7,974,310","4,256,564",88,49,2010,
590,Storage Share,storage-share.nl,Netherlands,Real Estate,146.4,35.1,"5,558,020","2,255,828",30,10,2016,https://nl.linkedin.com/company/storage-share
526,Upside,upside.paris,France,Real Estate,168.6,39,"2,993,631","1,114,352",10,6,2020,https://www.linkedin.com/company/upsideparis/
455,Adopt Parfums,adopt.com,France,Retail,203,44.7,"173,303,239","57,199,602",729,529,1989,
496,Arlettie,arlettie.com,France,Retail,182.3,41.3,"163,985,655","58,088,014",130,96,2011,https://www.linkedin.com/company/arlettie/
921,BallereTTe,ballerette.com,Italy,Retail,71.8,19.8,"4,101,132","2,387,543",26,29,2014,
171,Bikemax,bikemax.cz,Czech Republic,Retail,544.6,86.1,12331705,1938169,5,3,2012,https://www.linkedin.com/company/bikemax-s-r-o
166,Cabaia,cabaia.fr,France,Retail,553.6,87,98693925,15099823,300,90,2015,
147,Epil Point,epilpoint.it,Italy,Retail,643.6,95.2,10551587,1418953,230,29,2016,
841,Fermeture Econ'Home,fermeture-econhome.fr,France,Retail,85.3,22.8,"6,839,021","3,690,376",50,15,2012,https://www.linkedin.com/company/fermeture-econ-home/
635,Gold Standard Metalli Preziosi,goldstandard.gold,Italy,Retail,128.9,31.8,"3,448,994","1,507,038",3,2,2017,
761,Jacques Prévot Artifices,jacques-prevot.fr,France,Retail,100.7,26.2,"4,303,360","2,143,775",16,10,2004,
964,Loire Eco Distribution,loire-ecodistribution.com,France,Retail,64.5,18.1,"2,148,966","1,306,391",15,8,2012,
57,Loop Earplugs,loopearplugs.com,Belgium,Retail,1453.7,149.5,189623984,12204621,286,22,2016,
601,Ottopuntozero,ottopuntozero.it,Italy,Retail,141.8,34.2,"7,126,681","2,947,455",10,3,2016,
115,Sabor a España,sabor-espana.com,Spain,Retail,784.4,106.8,22045963,2492736,420,92,2009,
880,Sakko Groep,sakkogroep.nl,Netherlands,Retail,77.6,21.1,"399,774,616","225,144,910",81,61,1985,
324,Specscart,specscart.co.uk,UK,Retail,291.2,57.6,"3,204,354","808,317",26,15,2017,https://uk.linkedin.com/company/specscart
277,Wafflemeister,wafflemeister.com,UK,Retail,338.8,63.7,"12,874,451","2,895,016",17,23,2017,
336,Alchemy,wearealchemy.com,Ireland,Waste Management & Recycling,283.6,56.5,"772,658,994","201,430,001",285,127,2017,https://ie.linkedin.com/company/wearealchemy
537,Andusia Recovered Fuels,andusia.co.uk,UK,Waste Management & Recycling,162.9,38,"49,630,792","18,632,258",16,11,2012,https://uk.linkedin.com/company/andusia-recovered-fuels-limited
610,Axil,axil-is.com,UK,Waste Management & Recycling,136.3,33.2,"52,073,604","21,747,438",221,113,2014,https://uk.linkedin.com/company/axil-integrated-services
474,Cyclamen,cycla-men.eu,France,Waste Management & Recycling,192.7,43,"23,030,632","7,869,613",45,25,2012,
41,Cykero,cykero.com,Germany,Waste Management & Recycling,1942.9,173.4,26547530,1299500,22,1,2020,https://de.linkedin.com/company/cykero
927,Falcor Group,falcorpresse.it,Italy,Waste Management & Recycling,71.2,19.6,"7,949,419","4,644,149",21,8,2017,
626,Green Creative,green-creative.com,France,Waste Management & Recycling,132.7,32.5,"6,903,418","2,966,593",18,14,2010,
947,Klc Environnement,klc-environnement.com,France,Waste Management & Recycling,68.1,18.9,"18,364,810","10,927,120",93,50,2015,
918,Leone,leonemetalli.com,Italy,Waste Management & Recycling,72.1,19.9,"61,904,686","35,961,315",15,13,2017,
221,Sensoneo,sensoneo.com,Slovakia,Waste Management & Recycling,414.4,72.6,9298588,1807505,133,51,2017,
66,Vanbat,vanbat.it,Italy,Waste Management & Recycling,1241.1,137.6,14049352,1047575,9,3,2017,
65,8Trade,8trade.eu,Bulgaria,Wholesale,1247.4,138,3051948,226506,5,3,2019,https://bg.linkedin.com/company/8trade
729,A.N.NE,anne-gmbh.de,Germany,Wholesale,105.5,27.1,"4,546,296","2,212,000",7,5,2014,
562,Acondistec,acondistec.de,Germany,Wholesale,156.9,37,"71,409,687","27,798,343",56,24,2006,https://de.linkedin.com/company/acondistec
668,Atrium Capital,atrium-capital.com,France,Wholesale,119.6,30,"26,036,889","11,858,701",10,5,2013,https://www.linkedin.com/company/atrium-angels
936,Clareo,clareolighting.com,France,Wholesale,69.2,19.2,"42,774,501","25,285,641",99,67,2012,
707,Decotec,decotec-germany.de,Germany,Wholesale,109.3,27.9,"3,900,000","1,863,000",8,1,2020,
993,Denany,denany.de,Germany,Wholesale,60.8,17.2,"31,693,475","19,709,128",15,11,1997,
969,EG Parts Autoteile,egparts.de,Germany,Wholesale,63.9,17.9,"5,958,246","3,635,015",23,16,2005,
638,Energynat,energynat.pl,Poland,Wholesale,128.6,31.7,"95,235,127","38,739,674",28,19,2010,
965,Everlan,flo.uri.sh,France,Wholesale,64.4,18,"16,418,745","9,988,312",11,5,2014,https://hk.linkedin.com/company/everlan
967,Exeltec,exeltec.fr,France,Wholesale,64.3,18,"4,009,866","2,441,133",13,8,2005,
872,GGM Gastro International,ggmgastro.com,Germany,Wholesale,78.7,21.4,"324,702,189","181,708,405",421,271,2011,
955,Girardon Produits Alimentaires (GPA),g-p-a.fr,France,Wholesale,66.4,18.5,"10,098,800","6,070,045",23,14,2008,
930,GreenFeedCycles,greenfeed.it,Italy,Wholesale,70.8,19.5,"10,931,096","6,401,976",5,3,1985,https://www.linkedin.com/company/greenfeed-s-r-l-sustainable-feed-cycles/
693,Greyfood,greyfood.com,Germany,Wholesale,112.7,28.6,"41,236,354","19,385,895",17,10,2016,https://www.linkedin.com/company/greyfood-gmbh/
345,GT Company,gtcompany.fr,France,Wholesale,277,55.6,"61,587,098","16,334,162",59,12,2013,
338,Gustomio,gustomio.fr,France,Wholesale,281.8,56.3,"28,189,036","7,383,534",65,25,2012,https://www.linkedin.com/company/groupe-aa
732,Hockey Line Distribution,promoglace.com,France,Wholesale,105.1,27,"7,103,000","3,464,000",30,12,2004,
49,Imchex,imchex.com,Poland,Wholesale,1749.7,164.5,4675646,235073,15,2,2021,https://www.linkedin.com/company/imchex-import-z-chin/
381,Innpro,innpro.eu,Poland,Wholesale,241.6,50.6,"223,450,354","60,830,823",320,126,2013,
